tables
cholafin_2023
cholafin_fut
cipla_2020
cipla_2021
cipla_2022
cipla_2023
cipla_fut
coalindia_2020
coalindia_2021
coalindia_2022
coalindia_2023
coalindia_fut
coforge_2020
coforge_2021
coforge_2022
coforge_2023
coforge_fut
colpal_2020
colpal_2021
colpal_2022
colpal_2023
colpal_fut
concor_2020
concor_2021
concor_2022
concor_2023
concor_fut
coromandel_2021
coromandel_2022
coromandel_2023
coromandel_fut
crompton_2021
crompton_2022
crompton_2023
crompton_fut
cub_2021
cub_2022
cub_2023
cub_fut
cumminsind_2020
cumminsind_2021
cumminsind_2022
cumminsind_2023
cumminsind_fut
dabur_2020
dabur_2021
dabur_2022
dabur_2023
dabur_fut
dalbharat_2021
dalbharat_2022
dalbharat_2023
dalbharat_fut
deepakntr_2021
deepakntr_2022
deepakntr_2023
deepakntr_fut
deltacorp_2021
deltacorp_2022
deltacorp_2023
deltacorp_fut
divislab_2020
divislab_2021
divislab_2022
divislab_2023
divislab_fut
dixon_2021
dixon_2022
dixon_2023
dixon_fut
dlf_2020
dlf_2021
dlf_2022
dlf_2023
dlf_fut
drreddy_2020
drreddy_2021
drreddy_2022
drreddy_2023
drreddy_fut
eichermot_2020
eichermot_2021
eichermot_2022
eichermot_2023
eichermot_fut
equitas_2020
equitas_fut
escorts_2020
escorts_2021
escorts_2022
escorts_2023
escorts_fut
exideind_2020
exideind_2021
exideind_2022
exideind_2023
exideind_fut
federalbnk_2020
federalbnk_2021
federalbnk_2022
federalbnk_2023
federalbnk_fut
finnifty_2021
finnifty_2022
finnifty_2023
finnifty_fut
fsl_2021
fsl_2022
fsl_2023
fsl_fut
gail_2020
gail_2021
gail_2022
gail_2023
gail_fut
glenmark_2020
glenmark_2021
glenmark_2022
glenmark_2023
glenmark_fut
gmrinfra_2020
gmrinfra_2021
gmrinfra_2022
gmrinfra_2023
gmrinfra_fut
gnfc_2021
gnfc_2022
gnfc_2023
gnfc_fut
godrejcp_2020
godrejcp_2021
godrejcp_2022
godrejcp_2023
godrejcp_fut
godrejprop_2020
godrejprop_2021
godrejprop_2022
godrejprop_2023
godrejprop_fut
granules_2021
granules_2022
granules_2023
granules_fut
grasim_2020
grasim_2021
grasim_2022
grasim_2023
grasim_fut
gspl_2021
gspl_2022
gspl_fut
gujgasltd_2021
gujgasltd_2022
gujgasltd_2023
gujgasltd_fut
hal_2021
hal_2022
hal_2023
hal_fut
havells_2020
havells_2021
havells_2022
havells_2023
havells_fut
hcltech_2020
hcltech_2021
hcltech_2022
hcltech_2023
hcltech_fut
hdfc_2020
hdfc_2021
hdfc_2022
hdfc_2023
hdfc_fut
hdfcamc_2021
hdfcamc_2022
hdfcamc_2023
hdfcamc_fut
hdfcbank_2020
hdfcbank_2021
hdfcbank_2022
hdfcbank_2023
hdfcbank_fut
hdfclife_2020
hdfclife_2021
hdfclife_2022
hdfclife_2023
hdfclife_fut
heromotoco_2020
heromotoco_2021
heromotoco_2022
heromotoco_2023
heromotoco_fut
hindalco_2020
hindalco_2021
hindalco_2022
hindalco_2023
hindalco_fut
hindcopper_2021
hindcopper_2022
hindcopper_2023
hindcopper_fut
hindpetro_2020
hindpetro_2021
hindpetro_2022
hindpetro_2023
hindpetro_fut
hindunilvr_2020
hindunilvr_2021
hindunilvr_2022
hindunilvr_2023
hindunilvr_fut
honaut_2021
honaut_2022
honaut_2023
honaut_fut
ibulhsgfin_2020
ibulhsgfin_2021
ibulhsgfin_2022
ibulhsgfin_2023
ibulhsgfin_fut
icicibank_2020
icicibank_2021
icicibank_2022
icicibank_2023
icicibank_fut
icicigi_2020
icicigi_2021
icicigi_2022
icicigi_2023
icicigi_fut
icicipruli_2020
icicipruli_2021
icicipruli_2022
icicipruli_2023
icicipruli_fut
idea_2020
idea_2021
idea_2022
idea_2023
idea_fut
idfc_2021
idfc_2022
idfc_2023
idfc_fut
idfcfirstb_2020
idfcfirstb_2021
idfcfirstb_2022
idfcfirstb_2023
idfcfirstb_fut
iex_2021
iex_2022
iex_2023
iex_fut
igl_2020
igl_2021
igl_2022
igl_2023
igl_fut
indhotel_2021
indhotel_2022
indhotel_2023
indhotel_fut
indiacem_2021
indiacem_2022
indiacem_2023
indiacem_fut
indiamart_2021
indiamart_2022
indiamart_2023
indiamart_fut
indigo_2020
indigo_2021
indigo_2022
indigo_2023
indigo_fut
indusindbk_2020
indusindbk_2021
indusindbk_2022
indusindbk_2023
indusindbk_fut
industower_2020
industower_2021
industower_2022
industower_2023
industower_fut
infratel_2020
infratel_fut
infy_2020
infy_2021
infy_2022
infy_2023
infy_fut
intellect_2022
intellect_2023
intellect_fut
ioc_2020
ioc_2021
ioc_2022
ioc_2023
ioc_fut
ipcalab_2021
ipcalab_2022
ipcalab_2023
ipcalab_fut
irctc_2021
irctc_2022
irctc_2023
irctc_fut
itc_2020
itc_2021
itc_2022
itc_2023
itc_fut
jindalstel_2020
jindalstel_2021
jindalstel_2022
jindalstel_2023
jindalstel_fut
jkcement_2021
jkcement_2022
jkcement_2023
jkcement_fut
jswsteel_2020
jswsteel_2021
jswsteel_2022
jswsteel_2023
jswsteel_fut
jublfood_2020
jublfood_2021
jublfood_2022
jublfood_2023
jublfood_fut
justdial_2020
justdial_fut
kotakbank_2020
kotakbank_2021
kotakbank_2022
kotakbank_2023
kotakbank_fut
l_tfh_2020
l_tfh_2021
l_tfh_2022
l_tfh_2023
l_tfh_fut
lalpathlab_2021
lalpathlab_2022
lalpathlab_2023
lalpathlab_fut
lauruslabs_2021
lauruslabs_2022
lauruslabs_2023
lauruslabs_fut
lichsgfin_2020
lichsgfin_2021
lichsgfin_2022
lichsgfin_2023
lichsgfin_fut
lt_2020
lt_2021
lt_2022
lt_2023
lt_fut
lti_2021
lti_2022
lti_fut
ltim_2022
ltim_2023
ltim_fut
ltts_2021
ltts_2022
ltts_2023
ltts_fut
lupin_2020
lupin_2021
lupin_2022
lupin_2023
lupin_fut
m_m_2020
m_m_2021
m_m_2022
m_m_2023
m_m_fut
m_mfin_2020
m_mfin_2021
m_mfin_2022
m_mfin_2023
m_mfin_fut
manappuram_2020
manappuram_2021
manappuram_2022
manappuram_2023
manappuram_fut
marico_2020
marico_2021
marico_2022
marico_2023
marico_fut
maruti_2020
maruti_2021
maruti_2022
maruti_2023
maruti_fut
mcdowell_n_2020
mcdowell_n_2021
mcdowell_n_2022
mcdowell_n_2023
mcdowell_n_fut
mcx_2021
mcx_2022
mcx_2023
mcx_fut
metropolis_2021
metropolis_2022
metropolis_2023
metropolis_fut
mfsl_2020
mfsl_2021
mfsl_2022
mfsl_2023
mfsl_fut
mgl_2020
mgl_2021
mgl_2022
mgl_2023
mgl_fut
midcpnifty_2022
midcpnifty_2023
midcpnifty_fut
mindtree_2020
mindtree_2021
mindtree_2022
mindtree_fut
motherson_2022
motherson_2023
motherson_fut
mothersumi_2020
mothersumi_2021
mothersumi_2022
mothersumi_fut
mphasis_2021
mphasis_2022
mphasis_2023
mphasis_fut
mrf_2020
mrf_2021
mrf_2022
mrf_2023
mrf_fut
muthootfin_2020
muthootfin_2021
muthootfin_2022
muthootfin_2023
muthootfin_fut
nam_india_2021
nam_india_2022
nam_india_fut
nationalum_2020
nationalum_2021
nationalum_2022
nationalum_2023
nationalum_fut
naukri_2020
naukri_2021
naukri_2022
naukri_2023
naukri_fut
navinfluor_2021
navinfluor_2022
navinfluor_2023
navinfluor_fut
nbcc_2021
nbcc_2022
nbcc_fut
ncc_2020
ncc_fut
nestleind_2020
nestleind_2021
nestleind_2022
nestleind_2023
nestleind_fut
nifty_2020
nifty_2021
nifty_2022
nifty_2023
nifty_fut
niftyit_2020
niftyit_fut
niittech_2020
niittech_fut
nmdc_2020
nmdc_2021
nmdc_2022
nmdc_2023
nmdc_fut
ntpc_2020
ntpc_2021
ntpc_2022
ntpc_2023
ntpc_fut
oberoirlty_2021
oberoirlty_2022
oberoirlty_2023
oberoirlty_fut
ofss_2021
ofss_2022
ofss_2023
ofss_fut
oil_2020
oil_fut
ongc_2020
ongc_2021
ongc_2022
ongc_2023
ongc_fut
pageind_2020
pageind_2021
pageind_2022
pageind_2023
pageind_fut
pel_2020
pel_2021
pel_2022
pel_2023
pel_fut
persistent_2021
persistent_2022
persistent_2023
persistent_fut
petronet_2020
petronet_2021
petronet_2022
petronet_2023
petronet_fut
pfc_2020
pfc_2021
pfc_2022
pfc_2023
pfc_fut
pfizer_2021
pfizer_2022
pfizer_fut
pidilitind_2020
pidilitind_2021
pidilitind_2022
pidilitind_2023
pidilitind_fut
piind_2021
piind_2022
piind_2023
piind_fut
pnb_2020
pnb_2021
pnb_2022
pnb_2023
pnb_fut
polycab_2021
polycab_2022
polycab_2023
polycab_fut
powergrid_2020
powergrid_2021
powergrid_2022
powergrid_2023
powergrid_fut
pvr_2020
pvr_2021
pvr_2022
pvr_2023
pvr_fut
pvrinox_2023
pvrinox_fut
rain_2021
rain_2022
rain_2023
rain_fut
ramcocem_2020
ramcocem_2021
ramcocem_2022
ramcocem_2023
ramcocem_fut
rblbank_2020
rblbank_2021
rblbank_2022
rblbank_2023
rblbank_fut
recltd_2020
recltd_2021
recltd_2022
recltd_2023
recltd_fut
reliance_2020
reliance_2021
reliance_2022
reliance_2023
reliance_fut
sail_2020
sail_2021
sail_2022
sail_2023
sail_fut
sbicard_2021
sbicard_2022
sbicard_2023
sbicard_fut
sbilife_2020
sbilife_2021
sbilife_2022
sbilife_2023
sbilife_fut
sbin_2020
sbin_2021
sbin_2022
sbin_2023
sbin_fut
shreecem_2020
shreecem_2021
shreecem_2022
shreecem_2023
shreecem_fut
shriramfin_2022
shriramfin_2023
shriramfin_fut
siemens_2020
siemens_2021
siemens_2022
siemens_2023
siemens_fut
srf_2020
srf_2021
srf_2022
srf_2023
srf_fut
srtransfin_2020
srtransfin_2021
srtransfin_2022
srtransfin_fut
star_2021
star_2022
star_fut
sunpharma_2020
sunpharma_2021
sunpharma_2022
sunpharma_2023
sunpharma_fut
suntv_2020
suntv_2021
suntv_2022
suntv_2023
suntv_fut
syngene_2021
syngene_2022
syngene_2023
syngene_fut
tatachem_2020
tatachem_2021
tatachem_2022
tatachem_2023
tatachem_fut
tatacomm_2021
tatacomm_2022
tatacomm_2023
tatacomm_fut
tataconsum_2020
tataconsum_2021
tataconsum_2022
tataconsum_2023
tataconsum_fut
tatamotors_2020
tatamotors_2021
tatamotors_2022
tatamotors_2023
tatamotors_fut
tatapower_2020
tatapower_2021
tatapower_2022
tatapower_2023
tatapower_fut
tatasteel_2020
tatasteel_2021
tatasteel_2022
tatasteel_2023
tatasteel_fut
tcs_2020
tcs_2021
tcs_2022
tcs_2023
tcs_fut
techm_2020
techm_2021
techm_2022
techm_2023
techm_fut
titan_2020
titan_2021
titan_2022
titan_2023
titan_fut
torntpharm_2020
torntpharm_2021
torntpharm_2022
torntpharm_2023
torntpharm_fut
torntpower_2020
torntpower_2021
torntpower_2022
torntpower_2023
torntpower_fut
trent_2021
trent_2022
trent_2023
trent_fut
tvsmotor_2020
tvsmotor_2021
tvsmotor_2022
tvsmotor_2023
tvsmotor_fut
ubl_2020
ubl_2021
ubl_2022
ubl_2023
ubl_fut
ujjivan_2020
ujjivan_fut
ultracemco_2020
ultracemco_2021
ultracemco_2022
ultracemco_2023
ultracemco_fut
upl_2020
upl_2021
upl_2022
upl_2023
upl_fut
vedl_2020
vedl_2021
vedl_2022
vedl_2023
vedl_fut
voltas_2020
voltas_2021
voltas_2022
voltas_2023
voltas_fut
whirlpool_2021
whirlpool_2022
whirlpool_2023
whirlpool_fut
wipro_2020
wipro_2021
wipro_2022
wipro_2023
wipro_fut
yesbank_2020
yesbank_fut
zeel_2020
zeel_2021
zeel_2022
zeel_2023
zeel_fut
zyduslife_2022
zyduslife_2023
zyduslife_fut
