ExchangeInstrumentID,High,Low,Close,Open,Date Time,true_ranges,atr_values,adxvma
38605,3116.8,3113.15,3116.8,3115.5,2014-06-01T09:44:39,3.650000000000091,1404.724449074062,103.19148936171447
35152,21873.2,21871.8,21873.2,21871.8,2014-06-01T09:44:38,1.4000000000014552,36242.3706066784,100.83056478404706
35025,11403.3,11400.0,11400.4,11400.0,2014-06-01T09:44:39,3.2999999999992724,18911.716166662165,150.0
52177,1020.45,1018.15,1018.15,1020.0,2014-06-01T09:44:38,2.300000000000068,1068.9445267695758,114.94845360824664
40404,314.0,313.65,313.65,314.0,2014-06-01T09:44:39,0.35000000000002274,158.73884444444684,106.52173913043607
47840,1128.5,1127.15,1127.4,1128.2,2014-06-01T09:44:39,1.349999999999909,454.09824032148714,68.1893687707645
52195,154.6,154.6,154.6,154.6,2014-06-01T09:44:25,0.0,47.71153127572061,150.0
52213,3732.0,3728.0,3730.7,3732.0,2014-06-01T09:44:39,4.0,8915.087999999636,150.0
63863,7055.45,7051.25,7051.25,7055.45,2014-06-01T09:44:39,4.199999999999818,14149.223911110877,49.77694895421615
58877,499.85,498.05,498.3,499.3,2014-06-01T09:44:39,1.8000000000000114,757.7057711111102,33.663663663661815
42113,2197.2,2194.15,2197.2,2194.15,2014-06-01T09:45:39,3.049999999999727,1965.1443453208067,43.81263616558236
63875,1253.15,1251.05,1253.1,1251.05,2014-06-01T09:45:39,2.1000000000001364,677.9356269583521,80.66666666665697
42117,820.65,819.2,819.2,819.95,2014-06-01T09:45:39,1.4499999999999318,597.415669666679,118.18181818181677
63877,2669.75,2666.0,2669.75,2666.0,2014-06-01T09:45:38,3.75,1246.6136923353245,112.62626262626308
41223,5243.25,5243.25,5243.25,5243.25,2014-06-01T09:45:30,0.0,134.79124999999186,132.42424242424462
58888,126.65,126.4,126.55,126.65,2014-06-01T09:45:37,0.25,40.48307465277796,71.42857142857272
42122,508.1,507.1,507.1,508.1,2014-06-01T09:45:39,1.0,211.63364444444719,122.97297297297288
52236,1185.2,1185.0,1185.2,1185.0,2014-06-01T09:45:38,0.20000000000004547,104.80112599589187,147.22222222222467
63884,1384.95,1382.0,1382.0,1383.3,2014-06-01T09:45:38,2.9500000000000455,2473.940140546946,94.94334427618466
35216,2112.0,2106.15,2106.15,2109.8,2014-06-01T09:45:38,5.849999999999909,2086.8666506420273,150.0
58900,750.4,749.95,749.95,750.4,2014-06-01T09:45:24,0.4499999999999318,99.27351604938455,150.0
51866,445.3,444.85,444.95,445.0,2014-06-01T09:45:39,0.44999999999998863,85.16394797685273,150.0
51869,206.75,206.75,206.75,206.75,2014-06-01T09:45:23,0.0,54.59980666666726,68.33333333332992
35236,67662.5,67617.2,67617.2,67651.5,2014-06-01T09:45:39,45.30000000000291,2196807.8311879025,150.0
61367,25369.7,25355.2,25369.7,25355.2,2014-06-01T09:45:39,14.5,226563.74975800168,118.0
55865,366.25,365.5,365.5,366.25,2014-06-01T09:45:38,0.75,121.43641927083486,150.0
35004,22745.8,22737.7,22741.9,22745.8,2014-06-01T09:45:38,8.099999999998545,562626.1263831098,13.147242368008175
52169,163.85,163.65,163.65,163.85,2014-06-01T09:45:35,0.19999999999998863,68.2927585185184,150.0
35020,49242.1,49210.0,49224.4,49232.1,2014-06-01T09:45:39,32.099999999998545,257606928.56363353,33.35860263307055
38605,3116.8,3108.5,3109.0,3116.8,2014-06-01T09:45:39,8.300000000000182,4822.887275154365,103.19148936171447
35152,21873.2,21845.7,21845.7,21873.2,2014-06-01T09:45:38,27.5,356383.3109656709,100.83056478404704
35025,11402.0,11384.8,11384.8,11400.4,2014-06-01T09:45:37,17.200000000000728,121034.98346664244,150.0
52177,1019.4,1016.0,1016.55,1018.15,2014-06-01T09:45:39,3.3999999999999773,1924.1001481852281,114.94845360824665
40404,313.65,312.95,312.95,313.65,2014-06-01T09:45:39,0.6999999999999886,142.86496000000156,106.52173913043607
47840,1127.7,1126.25,1127.6,1127.35,2014-06-01T09:45:39,1.4500000000000455,522.2129763697171,68.1893687707645
52195,154.7,154.3,154.3,154.6,2014-06-01T09:45:31,0.39999999999997726,38.16922502057613,150.0
52213,3734.0,3728.0,3728.8,3730.7,2014-06-01T09:45:39,6.0,23773.567999999028,150.0
63863,7051.25,7040.0,7040.0,7051.25,2014-06-01T09:45:38,11.25,62492.40560740638,49.77694895421614
58877,499.05,497.8,498.0,498.3,2014-06-01T09:45:39,1.25,820.8479187037027,33.663663663661836
42113,2197.2,2192.0,2192.0,2197.2,2014-06-01T09:46:39,5.199999999999818,4716.346428769817,43.812636165582376
63875,1253.4,1251.65,1252.5,1253.1,2014-06-01T09:46:39,1.75,847.4195336979402,80.66666666665697
42117,819.25,818.55,818.7,819.2,2014-06-01T09:46:39,0.7000000000000455,537.6741027000202,118.18181818181678
63877,2669.75,2666.15,2668.15,2669.75,2014-06-01T09:46:39,3.599999999999909,2327.012225692568,112.6262626262631
41223,5241.15,5236.0,5236.0,5241.15,2014-06-01T09:46:39,7.25,415.60635416664155,132.42424242424462
